Documento;Hora_completa;;Hora;Habitat;Indice;Valor;;;;;
KM502--__0__20200211_075120.wav;075120.wav;07;;Marino;Ndsi;0.612455969773366;;;;;
KM502--__0__20200211_100120.wav;100120.wav;10;;Marino;Ndsi;0.0938486473964124;;;;;
KM502--__0__20200211_121120.wav;121120.wav;12;;Marino;Ndsi;0.356277345827068;;;;;
KM502--__0__20200211_142120.wav;142120.wav;14;;Marino;Ndsi;0.266134055926314;;;;;
KM502--__0__20200211_163120.wav;163120.wav;16;;Marino;Ndsi;0.342464094939087;;;;;
KM502--__0__20200211_184120.wav;184120.wav;18;;Marino;Ndsi;0.633320167234867;;;;;
KM502--__0__20200211_205120.wav;205120.wav;20;;Marino;Ndsi;0.732889927966236;;;;;
KM502--__0__20200211_230120.wav;230120.wav;23;;Marino;Ndsi;0.893831533324715;;;;;
KM502--__0__20200212_011120.wav;011120.wav;01;;Marino;Ndsi;0.95928649148551;;;;;
KM502--__0__20200212_032120.wav;032120.wav;03;;Marino;Ndsi;0.909402284653789;;;;;
KM502--__0__20200212_053120.wav;053120.wav;05;;Marino;Ndsi;0.906233811676505;;;;;
KM502--__0__20200212_074120.wav;074120.wav;07;;Marino;Ndsi;0.434214817853816;;;;;
MARINA1__0__20191009_121521.wav;121521.wav;12;;Marino;Ndsi;0.698202626878166;;;;;
MARINA1__0__20191009_142521.wav;142521.wav;14;;Marino;Ndsi;0.804420097663128;;;;;
MARINA1__0__20191009_163521.wav;163521.wav;16;;Marino;Ndsi;0.972335393502784;;;;;
MARINA1__0__20191009_184521.wav;184521.wav;18;;Marino;Ndsi;0.950698384651821;;;;;
MARINA1__0__20191009_205521.wav;205521.wav;20;;Marino;Ndsi;0.737743657994203;;;;;
MARINA1__0__20191009_230521.wav;230521.wav;23;;Marino;Ndsi;0.957763294193915;;;;;
MARINA1__0__20191010_011521.wav;011521.wav;01;;Marino;Ndsi;0.932085627459892;;;;;
MARINA1__0__20191010_032521.wav;032521.wav;03;;Marino;Ndsi;0.989900128731976;;;;;
MARINA1__0__20191010_053521.wav;053521.wav;05;;Marino;Ndsi;0.83026935362254;;;;;
MARINA1__0__20191010_074521.wav;074521.wav;07;;Marino;Ndsi;0.780267641995814;;;;;
MARINA1__0__20191010_095521.wav;095521.wav;09;;Marino;Ndsi;0.664511163107851;;;;;
MARINA1__0__20191010_120521.wav;120521.wav;12;;Marino;Ndsi;0.613359542614966;;;;;
MARINA1__0__20191010_141521.wav;141521.wav;14;;Marino;Ndsi;0.412880452836873;;;;;
MARINA1__0__20191010_162521.wav;162521.wav;16;;Marino;Ndsi;0.379892669797098;;;;;
MARINA1__0__20191010_183521.wav;183521.wav;18;;Marino;Ndsi;0.371692394655291;;;;;
MARINA1__0__20191010_204521.wav;204521.wav;20;;Marino;Ndsi;0.44093946174483;;;;;
MARINA1__0__20191010_225521.wav;225521.wav;22;;Marino;Ndsi;0.424246868877258;;;;;
MARINA1__0__20191011_010521.wav;010521.wav;01;;Marino;Ndsi;0.834253163545114;;;;;
MARINA1__0__20191011_031521.wav;031521.wav;03;;Marino;Ndsi;0.644342367481934;;;;;
MARINA1__0__20191011_052521.wav;052521.wav;05;;Marino;Ndsi;0.828917886079449;;;;;
MARINA1__0__20191011_073521.wav;073521.wav;07;;Marino;Ndsi;0.95469752720443;;;;;
MARINA1__0__20191011_094521.wav;094521.wav;09;;Marino;Ndsi;0.0575896419849348;;;;;
MARINA1__0__20191011_115521.wav;115521.wav;11;;Marino;Ndsi;0.51604570581075;;;;;
MARINA1__0__20191011_140521.wav;140521.wav;14;;Marino;Ndsi;0.409730821712794;;;;;
MARINA1__0__20191011_161521.wav;161521.wav;16;;Marino;Ndsi;0.502783641482796;;;;;
MARINA1__0__20191011_182521.wav;182521.wav;18;;Marino;Ndsi;0.215331492552651;;;;;
MARINA1__0__20191011_203521.wav;203521.wav;20;;Marino;Ndsi;0.343894025530701;;;;;
MARINA1__0__20191011_224521.wav;224521.wav;22;;Marino;Ndsi;0.0986047889516968;;;;;
MARINA1__0__20191012_005521.wav;005521.wav;00;;Marino;Ndsi;0.607107412096175;;;;;
MARINA1__0__20191012_030521.wav;030521.wav;03;;Marino;Ndsi;0.403762660499724;;;;;
MARINA1__0__20191012_051521.wav;051521.wav;05;;Marino;Ndsi;0.837353850894863;;;;;
MARINA1__0__20191012_072521.wav;072521.wav;07;;Marino;Ndsi;0.830187104166633;;;;;
MARINA1__0__20191012_093521.wav;093521.wav;09;;Marino;Ndsi;0.666358900956174;;;;;
MARINA1__0__20191012_114521.wav;114521.wav;11;;Marino;Ndsi;0.835902640346246;;;;;
MARINA1__0__20191012_135521.wav;135521.wav;13;;Marino;Ndsi;0.543479267834831;;;;;
MARINA1__0__20191012_160521.wav;160521.wav;16;;Marino;Ndsi;0.844668822978648;;;;;
MARINA1__0__20191012_181521.wav;181521.wav;18;;Marino;Ndsi;0.809174205218549;;;;;
MARINA1__0__20191012_202521.wav;202521.wav;20;;Marino;Ndsi;0.986031879706391;;;;;
MARINA1__0__20191012_223521.wav;223521.wav;22;;Marino;Ndsi;0.851350655207694;;;;;
MARINA1__0__20191013_004521.wav;004521.wav;00;;Marino;Ndsi;0.890476907633871;;;;;
MARINA1__0__20191013_025521.wav;025521.wav;02;;Marino;Ndsi;0.693276059003728;;;;;
MARINA1__0__20191013_050521.wav;050521.wav;05;;Marino;Ndsi;0.907392691347882;;;;;
MARINA1__0__20191013_071521.wav;071521.wav;07;;Marino;Ndsi;0.393592081451948;;;;;
MARINA1__0__20191013_092521.wav;092521.wav;09;;Marino;Ndsi;0.706927045261867;;;;;
MARINA1__0__20191013_113521.wav;113521.wav;11;;Marino;Ndsi;0.648860517433166;;;;;
MARINA1__0__20191013_134521.wav;134521.wav;13;;Marino;Ndsi;0.518918945578782;;;;;
MARINA1__0__20191013_155521.wav;155521.wav;15;;Marino;Ndsi;0.888669270115656;;;;;
MARINA1__0__20191013_180521.wav;180521.wav;18;;Marino;Ndsi;0.911198080050013;;;;;
MARINA1__0__20191013_201521.wav;201521.wav;20;;Marino;Ndsi;0.95071354282423;;;;;
MARINA1__0__20191013_222521.wav;222521.wav;22;;Marino;Ndsi;0.240391103785067;;;;;
MARINA1__0__20191014_003521.wav;003521.wav;00;;Marino;Ndsi;0.469553129655581;;;;;
MARINA1__0__20191014_024521.wav;024521.wav;02;;Marino;Ndsi;0.907923958402493;;;;;
MARINA1__0__20191014_045521.wav;045521.wav;04;;Marino;Ndsi;0.788954443753053;;;;;
MARINA1__0__20191014_070521.wav;070521.wav;07;;Marino;Ndsi;0.897633975394393;;;;;
MARINA1__0__20191014_091521.wav;091521.wav;09;;Marino;Ndsi;0.713982083538374;;;;;
MARINA1__0__20191014_112521.wav;112521.wav;11;;Marino;Ndsi;0.14575967846301;;;;;
MARINA1__0__20191014_133521.wav;133521.wav;13;;Marino;Ndsi;0.832295492665213;;;;;
MARINA1__0__20191014_154521.wav;154521.wav;15;;Marino;Ndsi;0.559726698163704;;;;;
MARINA1__0__20191014_175521.wav;175521.wav;17;;Marino;Ndsi;0.486502053790266;;;;;
MARINA1__0__20191014_200521.wav;200521.wav;20;;Marino;Ndsi;0.683303012057393;;;;;
MARINA1__0__20191014_221521.wav;221521.wav;22;;Marino;Ndsi;0.612175506896723;;;;;
MARINA1__0__20191015_002521.wav;002521.wav;00;;Marino;Ndsi;0.730297955793998;;;;;
MARINA1__0__20191015_023521.wav;023521.wav;02;;Marino;Ndsi;0.962593281463272;;;;;
MARINA1__0__20191015_044521.wav;044521.wav;04;;Marino;Ndsi;0.854931943493226;;;;;
MARINA1__0__20191015_065521.wav;065521.wav;06;;Marino;Ndsi;0.887756069510345;;;;;
MARINA1__0__20191015_090521.wav;090521.wav;09;;Marino;Ndsi;0.886873434956087;;;;;
MARINA1__0__20191015_111521.wav;111521.wav;11;;Marino;Ndsi;0.77383559047873;;;;;
MARINA1__0__20191015_132521.wav;132521.wav;13;;Marino;Ndsi;0.797883828623522;;;;;
MARINA1__0__20191015_153521.wav;153521.wav;15;;Marino;Ndsi;0.492383114489744;;;;;
MARINA1__0__20191015_174521.wav;174521.wav;17;;Marino;Ndsi;0.410074444943979;;;;;
MARINA1__0__20191015_195521.wav;195521.wav;19;;Marino;Ndsi;0.930332872494526;;;;;
MARINA1__0__20191015_220521.wav;220521.wav;22;;Marino;Ndsi;0.648814600839328;;;;;
MARINA1__0__20191016_001521.wav;001521.wav;00;;Marino;Ndsi;0.961824112063862;;;;;
MARINA1__0__20191016_022521.wav;022521.wav;02;;Marino;Ndsi;0.91894276105952;;;;;
MARINA1__0__20191016_043521.wav;043521.wav;04;;Marino;Ndsi;0.887625345385333;;;;;
MARINA1__0__20191016_064521.wav;064521.wav;06;;Marino;Ndsi;0.926809639358633;;;;;
MARINA1__0__20191016_085521.wav;085521.wav;08;;Marino;Ndsi;0.843150965909021;;;;;
MARINA1__0__20191016_110521.wav;110521.wav;11;;Marino;Ndsi;0.584272839656606;;;;;
MARINA3__0__20000117_003637.wav;003637.wav;00;;Marino;Ndsi;0.291020703917495;;;;;
MARINA3__0__20000117_024637.wav;024637.wav;02;;Marino;Ndsi;0.302769145659283;;;;;
MARINA3__0__20000117_045637.wav;045637.wav;04;;Marino;Ndsi;0.437318901473679;;;;;
MARINA3__0__20000117_070637.wav;070637.wav;07;;Marino;Ndsi;0.137249133098158;;;;;
MARINA3__0__20000117_091637.wav;091637.wav;09;;Marino;Ndsi;0.233675399774897;;;;;
MARINA3__0__20000117_112637.wav;112637.wav;11;;Marino;Ndsi;0.305939745823683;;;;;
MARINA3__0__20000117_133637.wav;133637.wav;13;;Marino;Ndsi;0.380470346234895;;;;;
MARINA3__0__20000117_154637.wav;154637.wav;15;;Marino;Ndsi;0.470288301623023;;;;;
MARINA3__0__20000117_175637.wav;175637.wav;17;;Marino;Ndsi;0.245020905571518;;;;;
MARINA3__0__20000117_200637.wav;200637.wav;20;;Marino;Ndsi;0.560753840373362;;;;;
MARINA3__0__20000117_221637.wav;221637.wav;22;;Marino;Ndsi;0.447862564351408;;;;;
MARINA3__0__20000118_002637.wav;002637.wav;00;;Marino;Ndsi;0.348192512480482;;;;;
MARINA3__0__20000118_023637.wav;023637.wav;02;;Marino;Ndsi;-0.286575570243454;;;;;
MARINA3__0__20000118_044637.wav;044637.wav;04;;Marino;Ndsi;-0.457135723356908;;;;;
MARINA3__0__20000118_065637.wav;065637.wav;06;;Marino;Ndsi;-0.136054546418488;;;;;
MARINA3__0__20000118_090637.wav;090637.wav;09;;Marino;Ndsi;0.189946977402089;;;;;
MARINA3__0__20000118_111637.wav;111637.wav;11;;Marino;Ndsi;0.159528776703084;;;;;
MARINA3__0__20000118_132637.wav;132637.wav;13;;Marino;Ndsi;0.331699989639164;;;;;
MARINA3__0__20000118_153637.wav;153637.wav;15;;Marino;Ndsi;0.40225508915938;;;;;
MARINA3__0__20000118_174637.wav;174637.wav;17;;Marino;Ndsi;0.483606756780461;;;;;
MARINA3__0__20000118_195637.wav;195637.wav;19;;Marino;Ndsi;0.163065533613818;;;;;
MARINA3__0__20000118_220637.wav;220637.wav;22;;Marino;Ndsi;0.431570839357958;;;;;
MARINA3__0__20000119_001637.wav;001637.wav;00;;Marino;Ndsi;0.0956373624780974;;;;;
MARINA3__0__20000119_022637.wav;022637.wav;02;;Marino;Ndsi;0.225757022256369;;;;;
MARINA3__0__20000119_043637.wav;043637.wav;04;;Marino;Ndsi;0.0374447784569065;;;;;
MARINA3__0__20000119_064637.wav;064637.wav;06;;Marino;Ndsi;-0.0570972744932147;;;;;
MARINA3__0__20000119_085637.wav;085637.wav;08;;Marino;Ndsi;-0.0891740836995333;;;;;
MARINA3__0__20000119_110637.wav;110637.wav;11;;Marino;Ndsi;0.317523394671212;;;;;
MARINA3__0__20000119_131637.wav;131637.wav;13;;Marino;Ndsi;0.00733737352430325;;;;;
MARINA3__0__20000119_152637.wav;152637.wav;15;;Marino;Ndsi;0.198828039722709;;;;;
MARINA3__0__20000119_173637.wav;173637.wav;17;;Marino;Ndsi;0.135150186001217;;;;;
MARINA3__0__20000119_194637.wav;194637.wav;19;;Marino;Ndsi;0.485707803448055;;;;;
MARINA3__0__20000119_215637.wav;215637.wav;21;;Marino;Ndsi;0.504019090312365;;;;;
MARINA3__0__20000120_000637.wav;000637.wav;00;;Marino;Ndsi;0.442470925165585;;;;;
MARINA3__0__20000120_021637.wav;021637.wav;02;;Marino;Ndsi;0.194031976428231;;;;;
MARINA3__0__20000120_042637.wav;042637.wav;04;;Marino;Ndsi;0.711145310943981;;;;;
MARINA3__0__20000120_063637.wav;063637.wav;06;;Marino;Ndsi;0.42438632361584;;;;;
MARINA3__0__20000120_084637.wav;084637.wav;08;;Marino;Ndsi;0.315239679327445;;;;;
MARINA3__0__20000120_105637.wav;105637.wav;10;;Marino;Ndsi;0.40825900506592;;;;;
MARINA3__0__20000120_130637.wav;130637.wav;13;;Marino;Ndsi;0.471628125049996;;;;;
MARINA3__0__20000120_151637.wav;151637.wav;15;;Marino;Ndsi;0.470328972886601;;;;;
MARINA3__0__20000120_172637.wav;172637.wav;17;;Marino;Ndsi;0.707476754708625;;;;;
MARINA3__0__20000120_193637.wav;193637.wav;19;;Marino;Ndsi;0.505058045534487;;;;;
MARINA3__0__20000120_214637.wav;214637.wav;21;;Marino;Ndsi;0.431317404270485;;;;;
MARINA3__0__20000120_235637.wav;235637.wav;23;;Marino;Ndsi;0.528996558542627;;;;;
MARINA3__0__20000121_020637.wav;020637.wav;02;;Marino;Ndsi;0.462674270510751;;;;;
MARINA3__0__20000121_041637.wav;041637.wav;04;;Marino;Ndsi;0.125693663088649;;;;;
MARINA3__0__20000121_062637.wav;062637.wav;06;;Marino;Ndsi;0.278606653701432;;;;;
MARINA3__0__20000121_083637.wav;083637.wav;08;;Marino;Ndsi;0.339763384822677;;;;;
MARINA3__0__20000121_104637.wav;104637.wav;10;;Marino;Ndsi;0.589457570807811;;;;;
MARINA3__0__20000121_125637.wav;125637.wav;12;;Marino;Ndsi;0.634799020267815;;;;;
MARINA3__0__20000121_150637.wav;150637.wav;15;;Marino;Ndsi;0.509328451517036;;;;;
MARINA3__0__20000121_171637.wav;171637.wav;17;;Marino;Ndsi;0.811565653918934;;;;;
MARINA3__0__20000121_192637.wav;192637.wav;19;;Marino;Ndsi;0.529221174255045;;;;;
MARINA3__0__20000121_213637.wav;213637.wav;21;;Marino;Ndsi;0.738013991213381;;;;;
MARINA3__0__20000121_234637.wav;234637.wav;23;;Marino;Ndsi;0.770544575265975;;;;;
MARINA3__0__20000122_015637.wav;015637.wav;01;;Marino;Ndsi;0.443246428524033;;;;;
MARINA3__0__20000122_040637.wav;040637.wav;04;;Marino;Ndsi;0.188094198068507;;;;;
MARINA3__0__20000122_061637.wav;061637.wav;06;;Marino;Ndsi;0.21817324103355;;;;;
MARINA3__0__20000122_082637.wav;082637.wav;08;;Marino;Ndsi;0.239421214976184;;;;;
MARINA3__0__20000122_103637.wav;103637.wav;10;;Marino;Ndsi;0.444897002156073;;;;;
MARINA3__0__20000122_124637.wav;124637.wav;12;;Marino;Ndsi;0.567859809626594;;;;;
MARINA3__0__20000122_145637.wav;145637.wav;14;;Marino;Ndsi;0.596683998824388;;;;;
MARINA3__0__20000122_170637.wav;170637.wav;17;;Marino;Ndsi;0.553919391713685;;;;;
MARINA3__0__20000122_191637.wav;191637.wav;19;;Marino;Ndsi;0.32045904822041;;;;;
MARINA3__0__20000122_212637.wav;212637.wav;21;;Marino;Ndsi;0.498016330871413;;;;;
MARINA3__0__20000122_233637.wav;233637.wav;23;;Marino;Ndsi;0.434024703992286;;;;;
MARINA3__0__20000123_014637.wav;014637.wav;01;;Marino;Ndsi;0.433866916135659;;;;;
MARINA3__0__20000123_035637.wav;035637.wav;03;;Marino;Ndsi;0.103734071872152;;;;;
MARINA3__0__20000123_060637.wav;060637.wav;06;;Marino;Ndsi;0.287426105009786;;;;;
MARINA3__0__20000123_081637.wav;081637.wav;08;;Marino;Ndsi;0.420797502564772;;;;;
MARINA3__0__20000123_102637.wav;102637.wav;10;;Marino;Ndsi;0.532666404884402;;;;;
MARINA3__0__20000123_123637.wav;123637.wav;12;;Marino;Ndsi;0.646945410785125;;;;;
MARINA3__0__20210813_025637.wav;025637.wav;02;;Marino;Ndsi;0.178491280225155;;;;;
MARINA3__0__20210813_050637.wav;050637.wav;05;;Marino;Ndsi;0.259823162655166;;;;;
MARINA3__0__20210813_071637.wav;071637.wav;07;;Marino;Ndsi;0.279909228759736;;;;;
MARINA3__0__20210813_092637.wav;092637.wav;09;;Marino;Ndsi;0.273185300624362;;;;;
MARINA3__0__20210813_113637.wav;113637.wav;11;;Marino;Ndsi;0.391098539767272;;;;;
MARINA3__0__20210813_134637.wav;134637.wav;13;;Marino;Ndsi;0.539452884466151;;;;;
MARINA3__0__20210813_155637.wav;155637.wav;15;;Marino;Ndsi;0.267714408677258;;;;;
MARINA3__0__20210813_180637.wav;180637.wav;18;;Marino;Ndsi;0.361320541027595;;;;;
MARINA3__0__20210813_201637.wav;201637.wav;20;;Marino;Ndsi;0.431492060641765;;;;;
MARINA3__0__20210813_222637.wav;222637.wav;22;;Marino;Ndsi;0.208150397392599;;;;;
PUNTARENITAS__0__20191127_151114.wav;151114.wav;15;;Marino;Ndsi;0.131571463991708;;;;;
PUNTARENITAS__0__20191127_172114.wav;172114.wav;17;;Marino;Ndsi;0.0901593797196972;;;;;
PUNTARENITAS__0__20191127_193114.wav;193114.wav;19;;Marino;Ndsi;0.756830968644503;;;;;
PUNTARENITAS__0__20191127_214114.wav;214114.wav;21;;Marino;Ndsi;0.968698553357072;;;;;
PUNTARENITAS__0__20191127_235114.wav;235114.wav;23;;Marino;Ndsi;0.996559241857662;;;;;
PUNTARENITAS__0__20191128_020114.wav;020114.wav;02;;Marino;Ndsi;0.964066581374664;;;;;
PUNTARENITAS__0__20191128_041114.wav;041114.wav;04;;Marino;Ndsi;0.953549093322303;;;;;
PUNTARENITAS__0__20191128_062114.wav;062114.wav;06;;Marino;Ndsi;0.361171207172063;;;;;
PUNTARENITAS__0__20191128_083114.wav;083114.wav;08;;Marino;Ndsi;0.16490877575675;;;;;
PUNTARENITAS__0__20191128_104114.wav;104114.wav;10;;Marino;Ndsi;0.616686091105679;;;;;
PUNTARENITAS__0__20191128_125114.wav;125114.wav;12;;Marino;Ndsi;0.498772782392598;;;;;
PUNTARENITAS__0__20191128_150114.wav;150114.wav;15;;Marino;Ndsi;-0.0513136190397399;;;;;
PUNTARENITAS__0__20191128_171114.wav;171114.wav;17;;Marino;Ndsi;0.138601308440828;;;;;
PUNTARENITAS__0__20191128_192114.wav;192114.wav;19;;Marino;Ndsi;0.229950371303676;;;;;
PUNTARENITAS__0__20191128_213114.wav;213114.wav;21;;Marino;Ndsi;0.993745947394138;;;;;
PUNTARENITAS__0__20191128_234114.wav;234114.wav;23;;Marino;Ndsi;0.982710359323513;;;;;
PUNTARENITAS__0__20191129_015114.wav;015114.wav;01;;Marino;Ndsi;0.681719545642468;;;;;
PUNTARENITAS__0__20191129_040114.wav;040114.wav;04;;Marino;Ndsi;0.820440237618688;;;;;
PUNTARENITAS__0__20191129_061114.wav;061114.wav;06;;Marino;Ndsi;0.388618121896649;;;;;
PUNTARENITAS__0__20191129_082114.wav;082114.wav;08;;Marino;Ndsi;0.74295398983177;;;;;
PUNTARENITAS__0__20191129_103114.wav;103114.wav;10;;Marino;Ndsi;0.00585722894674465;;;;;
PUNTARENITAS__0__20191129_124114.wav;124114.wav;12;;Marino;Ndsi;-0.0334346707658102;;;;;
PUNTARENITAS__0__20191129_145114.wav;145114.wav;14;;Marino;Ndsi;-0.299750233307235;;;;;
PUNTARENITAS__0__20191129_170114.wav;170114.wav;17;;Marino;Ndsi;-0.119760955856277;;;;;
PUNTARENITAS__0__20191129_191114.wav;191114.wav;19;;Marino;Ndsi;0.439581071755127;;;;;
PUNTARENITAS__0__20191129_212114.wav;212114.wav;21;;Marino;Ndsi;0.519227649816428;;;;;
PUNTARENITAS__0__20191129_233114.wav;233114.wav;23;;Marino;Ndsi;0.468843493208762;;;;;
PUNTARENITAS__0__20191130_014114.wav;014114.wav;01;;Marino;Ndsi;0.531537651849331;;;;;
PUNTARENITAS__0__20191130_035114.wav;035114.wav;03;;Marino;Ndsi;0.45505239569722;;;;;
PUNTARENITAS__0__20191130_060114.wav;060114.wav;06;;Marino;Ndsi;0.121587996200177;;;;;
PUNTARENITAS__0__20191130_081114.wav;081114.wav;08;;Marino;Ndsi;0.319541600076628;;;;;
PUNTARENITAS__0__20191130_102114.wav;102114.wav;10;;Marino;Ndsi;-0.676497471755934;;;;;
PUNTARENITAS__0__20191130_165114.wav;165114.wav;16;;Marino;Ndsi;0.244507486902509;;;;;
PUNTARENITAS__0__20191130_190114.wav;190114.wav;19;;Marino;Ndsi;0.625756509253775;;;;;
PUNTARENITAS__0__20191130_211114.wav;211114.wav;21;;Marino;Ndsi;0.48685164788753;;;;;
PUNTARENITAS__0__20191130_232114.wav;232114.wav;23;;Marino;Ndsi;0.291037770354344;;;;;
PUNTARENITAS__0__20191201_013114.wav;013114.wav;01;;Marino;Ndsi;0.292701823532631;;;;;
PUNTARENITAS__0__20191201_034114.wav;034114.wav;03;;Marino;Ndsi;0.338038814882184;;;;;
PUNTARENITAS__0__20191201_055114.wav;055114.wav;05;;Marino;Ndsi;0.0446779700154078;;;;;
PUNTARENITAS__0__20191201_080114.wav;080114.wav;08;;Marino;Ndsi;0.172503083934307;;;;;
PUNTARENITAS__0__20191201_101114.wav;101114.wav;10;;Marino;Ndsi;-0.303411181378011;;;;;
PUNTARENITAS__0__20191201_143114.wav;143114.wav;14;;Marino;Ndsi;-0.0331196089629716;;;;;
PUNTARENITAS__0__20191201_164114.wav;164114.wav;16;;Marino;Ndsi;0.612121790670298;;;;;
PUNTARENITAS__0__20191201_185114.wav;185114.wav;18;;Marino;Ndsi;0.529160300370794;;;;;
PUNTARENITAS__0__20191201_210114.wav;210114.wav;21;;Marino;Ndsi;0.471771411273868;;;;;
PUNTARENITAS__0__20191201_231114.wav;231114.wav;23;;Marino;Ndsi;-0.783722932663526;;;;;
PUNTARENITAS__0__20191202_012114.wav;012114.wav;01;;Marino;Ndsi;-0.0336138219790596;;;;;
PUNTARENITAS__0__20191202_033114.wav;033114.wav;03;;Marino;Ndsi;-0.713428741355403;;;;;
PUNTARENITAS__0__20191202_054114.wav;054114.wav;05;;Marino;Ndsi;-0.366350318183899;;;;;
PUNTARENITAS__0__20191202_075114.wav;075114.wav;07;;Marino;Ndsi;-0.489549209711401;;;;;
PUNTARENITAS__0__20191202_100114.wav;100114.wav;10;;Marino;Ndsi;0.208437488492397;;;;;
PUNTARENITAS__0__20191202_142114.wav;142114.wav;14;;Marino;Ndsi;-0.106935074627795;;;;;
PUNTARENITAS__0__20191202_163114.wav;163114.wav;16;;Marino;Ndsi;0.417819676062618;;;;;
PUNTARENITAS__0__20191202_184114.wav;184114.wav;18;;Marino;Ndsi;0.76536590391773;;;;;
PUNTARENITAS__0__20191202_205114.wav;205114.wav;20;;Marino;Ndsi;0.468671456208737;;;;;
PUNTARENITAS__0__20191202_230114.wav;230114.wav;23;;Marino;Ndsi;0.904498006009381;;;;;
PUNTARENITAS__0__20191203_011114.wav;011114.wav;01;;Marino;Ndsi;0.926344323936683;;;;;
PUNTARENITAS__0__20191203_032114.wav;032114.wav;03;;Marino;Ndsi;0.931590287266305;;;;;
PUNTARENITAS__0__20191203_053114.wav;053114.wav;05;;Marino;Ndsi;0.701078827464258;;;;;
PUNTARENITAS__0__20191203_074114.wav;074114.wav;07;;Marino;Ndsi;-0.0493051389858513;;;;;
PUNTARENITAS__0__20191203_095114.wav;095114.wav;09;;Marino;Ndsi;0.100579223012104;;;;;
PUNTARENITAS__0__20191203_120357.wav;120357.wav;12;;Marino;Ndsi;-0.176510010057822;;;;;
PUNTARENITAS__0__20191203_141114.wav;141114.wav;14;;Marino;Ndsi;-0.107453823995802;;;;;
PUNTARENITAS__0__20191203_162114.wav;162114.wav;16;;Marino;Ndsi;-0.0779126911287022;;;;;
PUNTARENITAS__0__20191203_183114.wav;183114.wav;18;;Marino;Ndsi;0.469543646505713;;;;;
PUNTARENITAS__0__20191203_204114.wav;204114.wav;20;;Marino;Ndsi;0.923059508837983;;;;;
PUNTARENITAS__0__20191203_225114.wav;225114.wav;22;;Marino;Ndsi;0.626828143410537;;;;;
PUNTARENITAS__0__20191204_010114.wav;010114.wav;01;;Marino;Ndsi;0.979416151786966;;;;;
PUNTARENITAS__0__20191204_031114.wav;031114.wav;03;;Marino;Ndsi;0.980280571052467;;;;;
PUNTARENITAS__0__20191204_052114.wav;052114.wav;05;;Marino;Ndsi;0.219441929442388;;;;;
PUNTARENITAS__0__20191204_073114.wav;073114.wav;07;;Marino;Ndsi;0.916697931811754;;;;;
PUNTO3__0__20210415_123221.wav;123221.wav;12;;Marino;Ndsi;0.622386895930025;;;;;
PUNTO3__0__20210415_144221.wav;144221.wav;14;;Marino;Ndsi;0.0553720352532642;;;;;
PUNTO3__0__20210415_165221.wav;165221.wav;16;;Marino;Ndsi;0.000683206222746263;;;;;
PUNTO3__0__20210415_190221.wav;190221.wav;19;;Marino;Ndsi;0.189351689046087;;;;;
PUNTO3__0__20210415_211221.wav;211221.wav;21;;Marino;Ndsi;0.901257950290082;;;;;
PUNTO3__0__20210415_232221.wav;232221.wav;23;;Marino;Ndsi;0.809562999195338;;;;;
PUNTO3__0__20210416_013221.wav;013221.wav;01;;Marino;Ndsi;0.834908815641063;;;;;
PUNTO3__0__20210416_034221.wav;034221.wav;03;;Marino;Ndsi;0.405353480857169;;;;;
PUNTO3__0__20210416_055221.wav;055221.wav;05;;Marino;Ndsi;0.775542325358693;;;;;
PUNTO3__0__20210416_080221.wav;080221.wav;08;;Marino;Ndsi;0.246985825511407;;;;;
PUNTO3__0__20210416_101221.wav;101221.wav;10;;Marino;Ndsi;-0.239725670868059;;;;;
PUNTO3__0__20210416_122221.wav;122221.wav;12;;Marino;Ndsi;0.0644923732986438;;;;;
PUNTO3__0__20210416_143221.wav;143221.wav;14;;Marino;Ndsi;0.231344114719837;;;;;
PUNTO3__0__20210416_164221.wav;164221.wav;16;;Marino;Ndsi;0.318252728094929;;;;;
PUNTO3__0__20210416_185221.wav;185221.wav;18;;Marino;Ndsi;0.426916842927827;;;;;
PUNTO3__0__20210416_210221.wav;210221.wav;21;;Marino;Ndsi;0.465328697820341;;;;;
PUNTO3__0__20210416_231221.wav;231221.wav;23;;Marino;Ndsi;0.2211617834351;;;;;
PUNTO3__0__20210417_012221.wav;012221.wav;01;;Marino;Ndsi;0.43017438373173;;;;;
PUNTO3__0__20210417_033221.wav;033221.wav;03;;Marino;Ndsi;0.109829276294662;;;;;
PUNTO3__0__20210417_054221.wav;054221.wav;05;;Marino;Ndsi;0.759307254974727;;;;;
